Transcript	Group	CPM	Type
ESPRESSO:chrX:1503:1468@Melanoma	Ovary	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Pancreas	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Prostate	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Skeletal_Muscle	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Small_Intestine	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Spleen	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Stomach	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Testis	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Thyroid	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M202	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M207	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M230	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M249	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M262	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M285	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M311	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M368	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M403	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M412	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M412B	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M417	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	PB	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	SKMEL173	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	SKMEL176	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M229	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M263	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M297	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M308	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M375	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M376	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M383	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M395	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M397	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M398	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M399	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M233	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M238	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M243	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M245	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M255	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M299	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M370	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M409	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M411	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M418	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M420	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M423	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M492	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	SBCL2	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M244	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M257	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M296	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M318	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M381	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M406	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M407	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	M410	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	WM1366	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Melanocyte_EHMa	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Melanocyte_HEMa	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Melanocyte_PEMa	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Bladder	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Blood	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Brain	4.71973860605369	Novel
ESPRESSO:chrX:648:4921@Tissue	Brain_Caudate_Nucleus	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Brain_Cerebellum	31.76350671655246	Novel
ESPRESSO:chrX:648:4921@Tissue	Brain_Cerebral_Cortex	9.18304255688227	Novel
ESPRESSO:chrX:648:4921@Tissue	Brain_Corpus_Callosum	1.4232552963366638	Novel
ESPRESSO:chrX:648:4921@Tissue	Brain_Frontal_Lobe	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Brain_Hippocampus	9.857335921690007	Novel
ESPRESSO:chrX:648:4921@Tissue	Brain_Medulla_Oblongata	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Brain_Pons	5.882931436383203	Novel
ESPRESSO:chrX:648:4921@Tissue	Brain_Spinal_Cord	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Brain_Temporal_Lobe	10.930821039267958	Novel
ESPRESSO:chrX:648:4921@Tissue	Brain_Thalamus	3.4264546627794568	Novel
ESPRESSO:chrX:648:4921@Tissue	Colon	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Heart	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Kidney	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Liver	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Lung	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Ovary	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Pancreas	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Prostate	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Skeletal_Muscle	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Small_Intestine	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Spleen	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Stomach	5.649075689762042	Novel
ESPRESSO:chrX:648:4921@Tissue	Testis	0.0	Novel
ESPRESSO:chrX:648:4921@Tissue	Thyroid	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M202	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M207	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M230	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M249	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M262	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M285	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M311	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M368	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M403	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M412	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M412B	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M417	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	PB	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	SKMEL173	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	SKMEL176	22.45136178341015	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M229	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M263	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M297	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M308	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M375	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M376	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M383	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M395	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M397	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M398	67.13913219986058	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M399	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M233	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M238	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M243	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M245	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M255	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M299	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M370	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M409	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M411	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M418	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M420	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M423	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M492	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	SBCL2	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M244	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M257	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M296	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M318	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M381	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M406	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M407	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	M410	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	WM1366	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Melanocyte_EHMa	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Melanocyte_HEMa	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Melanocyte_PEMa	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Bladder	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Blood	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Brain	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Brain_Caudate_Nucleus	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Brain_Cerebellum	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Brain_Cerebral_Cortex	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Brain_Corpus_Callosum	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Brain_Frontal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Brain_Hippocampus	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Brain_Medulla_Oblongata	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Brain_Pons	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Brain_Spinal_Cord	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Brain_Temporal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Brain_Thalamus	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Colon	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Heart	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Kidney	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Liver	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Lung	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Ovary	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Pancreas	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Prostate	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Skeletal_Muscle	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Small_Intestine	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Spleen	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Stomach	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Testis	0.0	Novel
ESPRESSO:chrX:1503:1209@Melanoma	Thyroid	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M202	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M207	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M230	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M249	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M262	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M285	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M311	0.4804712461982708	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M368	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M403	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M412	31.305459578234046	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M412B	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M417	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	PB	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	SKMEL173	5.265229901261667	Novel
ESPRESSO:chrX:1503:1549@Melanoma	SKMEL176	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M229	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M263	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M297	11.020759860452934	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M308	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M375	0.6615161795183685	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M376	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M383	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M395	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M397	3.6619875620592452	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M398	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M399	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M233	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M238	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M243	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M245	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M255	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M299	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M370	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M409	3.20172944617765	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M411	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M418	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M420	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M423	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M492	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	SBCL2	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M244	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M257	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M296	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M318	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M381	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M406	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M407	15.319858343397849	Novel
ESPRESSO:chrX:1503:1549@Melanoma	M410	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	WM1366	19.812679044703934	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Melanocyte_EHMa	2.6485390956957757	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Melanocyte_HEMa	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Melanocyte_PEMa	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Bladder	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Blood	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Brain	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Brain_Caudate_Nucleus	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Brain_Cerebellum	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Brain_Cerebral_Cortex	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Brain_Corpus_Callosum	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Brain_Frontal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Brain_Hippocampus	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Brain_Medulla_Oblongata	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Brain_Pons	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Brain_Spinal_Cord	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Brain_Temporal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Brain_Thalamus	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Colon	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Heart	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Kidney	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Liver	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Lung	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Ovary	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Pancreas	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Prostate	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Skeletal_Muscle	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Small_Intestine	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Spleen	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Stomach	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Testis	0.0	Novel
ESPRESSO:chrX:1503:1549@Melanoma	Thyroid	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M202	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M207	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M230	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M249	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M262	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M285	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M311	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M368	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M403	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M412	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M412B	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M417	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	PB	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	SKMEL173	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	SKMEL176	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M229	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M263	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M297	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M308	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M375	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M376	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M383	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M395	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M397	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M398	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M399	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M233	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M238	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M243	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M245	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M255	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M299	88.61591249355891	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M370	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M409	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M411	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M418	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M420	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M423	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M492	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	SBCL2	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M244	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M257	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M296	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M318	5.114006024912776	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M381	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M406	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M407	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	M410	10.274955761177983	Novel
ESPRESSO:chrX:1503:1208@Melanoma	WM1366	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Melanocyte_EHMa	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Melanocyte_HEMa	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Melanocyte_PEMa	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Bladder	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Blood	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Brain	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Brain_Caudate_Nucleus	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Brain_Cerebellum	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Brain_Cerebral_Cortex	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Brain_Corpus_Callosum	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Brain_Frontal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Brain_Hippocampus	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Brain_Medulla_Oblongata	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Brain_Pons	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Brain_Spinal_Cord	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Brain_Temporal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Brain_Thalamus	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Colon	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Heart	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Kidney	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Liver	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Lung	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Ovary	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Pancreas	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Prostate	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Skeletal_Muscle	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Small_Intestine	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Spleen	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Stomach	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Testis	0.0	Novel
ESPRESSO:chrX:1503:1208@Melanoma	Thyroid	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M202	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M207	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M230	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M249	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M262	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M285	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M311	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M368	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M403	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M412	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M412B	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M417	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	PB	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	SKMEL173	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	SKMEL176	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M229	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M263	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M297	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M308	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M375	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M376	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M383	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M395	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M397	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M398	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M399	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M233	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M238	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M243	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M245	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M255	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M299	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M370	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M409	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M411	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M418	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M420	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M423	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M492	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	SBCL2	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M244	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M257	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M296	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M318	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M381	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M406	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M407	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	M410	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	WM1366	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	Melanocyte_EHMa	0.0	Novel
ESPRESSO:chrX:648:5122@Tissue	Melanocyte_HEMa	0.0	Novel
